repo_name,file_html,file_path,complicate_code,call_func,simple_code,if_refactorable
R-Drop,https://github.com/dropreg/R-Drop/tree/master/huggingface_transformer_src/src/transformers/benchmark/benchmark_utils.py,,separate_process_wrapper_fn$76,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
kornia,https://github.com/kornia/kornia/tree/master/docs/generate_example_images.py,,main$32,*args_in,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
imbalanced-learn,https://github.com/scikit-learn-contrib/imbalanced-learn/tree/master/imblearn/metrics/_classification.py,,compute_score$785,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
CenterPoint,https://github.com/tianweiy/CenterPoint/tree/master/det3d/models/roi_heads/roi_head_template.py,RoIHeadTemplate,make_fc_layers$27,*fc_layers,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
pyradio,https://github.com/coderholic/pyradio/tree/master/pyradio/radio.py,PyRadio,_rename_playlist_from_normal_mode$6716,*last_history,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
celery,https://github.com/celery/celery/tree/master/t/integration/test_canvas.py,test_chord,test_simple_chord_with_a_delay_in_group_save$1212,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
exabgp,https://github.com/Exa-Networks/exabgp/tree/master/src/exabgp/configuration/configuration.py,Configuration,__init__$107,*params,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
django,https://github.com/django/django/tree/master/django/utils/deprecation.py,RenameMethodsBase,__new__$47,*renamed_method,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
astropy,https://github.com/astropy/astropy/tree/master/astropy/utils/data_info.py,BaseColumnInfo,adjust_indices$620,*t,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
CPM-1-Generate,https://github.com/TsinghuaAI/CPM-1-Generate/tree/master/mpu/transformer.py,BertParallelSelfAttention,forward$526,*new_context_layer_shape,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
mimesis,https://github.com/lk-geimfari/mimesis/tree/master/mimesis/providers/payment.py,Payment,__init__$24,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
qutip,https://github.com/qutip/qutip/tree/master/qutip/tests/test_random.py,,test_rand_oper_dims$176,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
sdc,https://github.com/IntelPython/sdc/tree/master/sdc/tests/tests_perf/test_perf_series_rolling.py,TestSeriesRollingMethods,_test_case$101,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
bonobo,https://github.com/python-bonobo/bonobo/tree/master/bonobo/nodes/basics.py,,wrapped$64,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
adapter-transformers,https://github.com/Adapter-Hub/adapter-transformers/tree/master/src/transformers/models/roformer/modeling_tf_roformer.py,TFRoFormerForCausalLM,__init__$937,*inputs,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
shuup,https://github.com/shuup/shuup/tree/master/shuup/campaigns/admin_module/forms/_basket_conditions.py,ProductsInBasketConditionForm,__init__$48,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
yt-dlp,https://github.com/yt-dlp/yt-dlp/tree/master/yt_dlp/utils.py,,urlencode_postdata$4342,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
CellProfiler,https://github.com/CellProfiler/CellProfiler/tree/master/tests/modules/test_exporttodatabase.py,TestExportToDatabase,interaction_handler$2468,*args[1:],"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
pygmt,https://github.com/GenericMappingTools/pygmt/tree/master/pygmt/helpers/decorators.py,,deprecator$782,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
cupy,https://github.com/cupy/cupy/tree/master/tests/cupy_tests/core_tests/fusion_tests/fusion_utils.py,,wrapper$93,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
coq_nvim,https://github.com/ms-jpq/coq_nvim/tree/master/coq/shared/sql.py,,cont$32,*paths,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
matplotlib,https://github.com/matplotlib/matplotlib/tree/master/lib/matplotlib/pyplot.py,,set_loglevel$174,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
sympy,https://github.com/sympy/sympy/tree/master/sympy/printing/codeprinter.py,CodePrinter,doprint$104,"*[_handle_assign_to(lhs, rhs) for (lhs, rhs) in zip(expr, assign_to)]","
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
mars,https://github.com/mars-project/mars/tree/master/mars/services/web/core.py,,wrapper$57,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
poutyne,https://github.com/GRAAL-Research/poutyne/tree/master/poutyne/framework/callbacks/policies.py,Phase,__iter__$111,*self.configuration.values(),"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
jax,https://github.com/google/jax/tree/master/jax/_src/numpy/lax_numpy.py,,_call$6502,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
seahub,https://github.com/haiwen/seahub/tree/master/seahub/api2/endpoints/file_tag.py,,check_parameter$153,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
transformers,https://github.com/huggingface/transformers/tree/master/examples/flax/language-modeling/run_clm_flax.py,,main$322,*examples[k],"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
KivyMD,https://github.com/kivymd/KivyMD/tree/master/kivymd/uix/behaviors/hover_behavior.py,HoverBehavior,on_mouse_update$142,*pos,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
flask-cors,https://github.com/corydolphin/flask-cors/tree/master/tests/base_test.py,FlaskCorsTestCase,get$49,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
ds4drv,https://github.com/chrippa/ds4drv/tree/master/ds4drv/__main__.py,DS4Controller,exit$112,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
sunpy,https://github.com/sunpy/sunpy/tree/master/sunpy/map/mapbase.py,GenericMap,top_right_coord$992,*top_right,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
dm-haiku,https://github.com/deepmind/dm-haiku/tree/master/haiku/_src/layer_norm_test.py,,with_param_axis_error$31,*a,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
sdc,https://github.com/IntelPython/sdc/tree/master/sdc/tests/indexes/test_positional_index.py,TestPositionalIndex,test_positional_index_attribute_values$163,*params,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
tfc,https://github.com/maqp/tfc/tree/master/tests/transmitter/test_commands.py,TestChangeSetting,test_individual_settings$858,*self.args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
TransTrack,https://github.com/PeizeSun/TransTrack/tree/master/util/misc.py,NestedTensor,record_stream$345,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
anaconda,https://github.com/DamnWidget/anaconda/tree/master/anaconda_lib/autopep/autopep8_lib/lib2to3/fixes/fix_exitfunc.py,FixExitfunc,__init__$30,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
videos,https://github.com/3b1b/videos/tree/master/_2017/mug.py,LightUpNodes,describe_one_as_lit$1071,"*it.chain(houses, utilities)","
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
sphinx,https://github.com/sphinx-doc/sphinx/tree/master/tests/test_templating.py,,test_autosummary_class_template_overloading$20,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
patator,https://github.com/lanjelot/patator/tree/master//patator.py,Controller,produce$1867,*pset,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
icevision,https://github.com/airctic/icevision/tree/master/icevision/models/ultralytics/yolov5/model.py,,model$19,*neck,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
numpy,https://github.com/numpy/numpy/tree/master/numpy/core/tests/test_deprecations.py,_DeprecationTestCase,assert_deprecated$52,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
gef,https://github.com/hugsy/gef/tree/master//gef.py,,decorator$462,*argname,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
SfmLearner-Pytorch,https://github.com/ClementPinard/SfmLearner-Pytorch/tree/master//test_pose.py,,main$33,*std_errors,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
gan-compression,https://github.com/mit-han-lab/gan-compression/tree/master/distillers/base_resnet_distiller.py,BaseResnetDistiller,__init__$41,*G_params,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
opendevops,https://github.com/opendevops-cn/opendevops/tree/master/scripts/tornado_source_code/tornado/httputil.py,HTTPHeaders,__init__$148,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
CausalDiscoveryToolbox,https://github.com/FenTechSolutions/CausalDiscoveryToolbox/tree/master/cdt/causality/graph/SAM.py,SAM,orient_directed_graph$566,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
mmdetection3d,https://github.com/open-mmlab/mmdetection3d/tree/master/mmdet3d/core/evaluation/kitti_utils/eval.py,,print_str$587,*arg,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
salt,https://github.com/saltstack/salt/tree/master/salt/modules/freebsdpkg.py,,version$218,*names,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
videos,https://github.com/3b1b/videos/tree/master/_2020/med_test.py,NewSnazzyBayesRuleSteps,construct$3785,"*(multiplication[i] for i in [0, 2, 3])","
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
geonotebook,https://github.com/OpenGeoscience/geonotebook/tree/master/geonotebook/vis/ktile/vrt/gdalvrtbindings.py,SimpleSourceType,factory$3976,*args_,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
pandas,https://github.com/pandas-dev/pandas/tree/master/pandas/tests/strings/test_api.py,,test_api_for_categorical$128,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
asv,https://github.com/airspeed-velocity/asv/tree/master/asv/benchmark.py,Benchmark,method_caller$576,*params,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
nova,https://github.com/openstack/nova/tree/master/nova/volume/cinder.py,,translate_mixed_exceptions$471,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
videos,https://github.com/3b1b/videos/tree/master/_2018/eop/combinations.py,SumsToPowerOf2,show_alternate_sum$3408,*fractions[4:-1],"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
Multi-Label-Text-Classification,https://github.com/RandolphVI/Multi-Label-Text-Classification/tree/master/HAN/test_han.py,,test_han$32,*batch_test,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
angr,https://github.com/angr/angr/tree/master/angr/engines/vex/light/light.py,VEXMixin,_analyze_vex_stmt_LoadG_alt$279,*a,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
AnimationsWithManim,https://github.com/Elteoremadebeethoven/AnimationsWithManim/tree/master/English/update_successions/dt_parameter.py,OrderMobjects,construct$4,"*[mob.set_height(4) for mob in [Square(), Circle(), Triangle()]]","
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
falcon,https://github.com/falconry/falcon/tree/master/tests/test_media_handlers.py,,test_deserialization$95,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
gnes,https://github.com/gnes-ai/gnes/tree/master/gnes/helper.py,,batching$413,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
torchprof,https://github.com/awwong1/torchprof/tree/master/torchprof/display.py,,traces_to_display$130,*[heading] + format_lines,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
edx-platform,https://github.com/edx/edx-platform/tree/master/lms/djangoapps/course_blocks/transformers/tests/test_user_partitions.py,UserPartitionTransformerTestCase,test_transform$213,*expected_blocks,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
Mathics,https://github.com/mathics/Mathics/tree/master/mathics/builtin/drawing/plot.py,_Plot,apply$380,*options_to_rules(options),"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
quart,https://github.com/pgjones/quart/tree/master/src/quart/views.py,View,as_view$54,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
skidl,https://github.com/devbisme/skidl/tree/master/skidl/skidlbaseobj.py,SkidlBaseObject,_exec_erc_functions$163,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
salt,https://github.com/saltstack/salt/tree/master/salt/modules/at_solaris.py,,atq$44,"*time.strptime(timestr, '%b %d, %Y %H:%M')[0:5]","
time.strptime(timestr, '%b %d, %Y %H:%M')[0], time.strptime(timestr, '%b %d, %Y %H:%M')[1], time.strptime(timestr, '%b %d, %Y %H:%M')[2], time.strptime(timestr, '%b %d, %Y %H:%M')[3], time.strptime(timestr, '%b %d, %Y %H:%M')[4]
"
salt,https://github.com/saltstack/salt/tree/master/tests/unit/modules/test_linux_acl.py,LinuxAclTestCase,test_modfacl_wo_args$109,*acl,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
mechanize,https://github.com/python-mechanize/mechanize/tree/master/test/test_urllib2_localnet.py,ProxyAuthTests,create_fake_proxy_handler$265,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
nnabla,https://github.com/sony/nnabla/tree/master/python/test/function/test_fused_batch_normalization.py,,test_fused_batch_normalization_forward_backward$145,"*inputs + [axes, decay_rate, eps, batch_stat, nonlinearity, output_stat]","
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
metric-learn,https://github.com/scikit-learn-contrib/metric-learn/tree/master/test/test_mahalanobis_mixin.py,,test_get_metric_is_pseudo_metric$225,"*remove_y(estimator, input_data, labels)","
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
eo-learn,https://github.com/sentinel-hub/eo-learn/tree/master/core/eolearn/core/eoworkflow.py,EOWorkflow,_parse_dependencies$74,*dep,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
river,https://github.com/online-ml/river/tree/master/river/tree/nodes/branch.py,NumericMultiwayBranch,__init__$121,*children,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
jupyterlite,https://github.com/jupyterlite/jupyterlite/tree/master/py/jupyterlite/src/jupyterlite/tests/test_cli.py,,test_cli_version$61,*lite_args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
scrapy,https://github.com/scrapy/scrapy/tree/master/scrapy/extensions/feedexport.py,FeedExporter,_get_exporter$499,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
sympy,https://github.com/sympy/sympy/tree/master/sympy/integrals/integrals.py,Integral,doit$380,*_sum.limits,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
adapter-transformers,https://github.com/Adapter-Hub/adapter-transformers/tree/master/src/transformers/models/albert/modeling_tf_albert.py,TFAlbertForQuestionAnswering,__init__$1276,*inputs,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
gpytorch,https://github.com/cornellius-gp/gpytorch/tree/master/gpytorch/kernels/polynomial_kernel_grad.py,PolynomialKernelGrad,forward$11,*batch_shape,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
horizon,https://github.com/openstack/horizon/tree/master/horizon/utils/memoized.py,,decorate$65,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
videos,https://github.com/3b1b/videos/tree/master/_2016/brachistochrone/light.py,GeometryOfGlassSituation,construct$438,*pair,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
nni,https://github.com/microsoft/nni/tree/master/examples/trials/pix2pix-pytorch/pix2pix.py,,main$129,*train_params.values(),"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
videos,https://github.com/3b1b/videos/tree/master/_2019/hyperdarts.py,IntroduceGame,show_board_dimensions$2450,"*[TexText('2 ft').next_to(square.get_edge_center(vect), vect) for vect in [DOWN, RIGHT]]","
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
you-get,https://github.com/soimort/you-get/tree/master/src/you_get/util/log.py,,print_err$68,*colors,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
zhusuan,https://github.com/thu-ml/zhusuan/tree/master/examples/toy_examples/toy2d_intractable.py,,if_main_my$33,*ylimits,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
edx-platform,https://github.com/edx/edx-platform/tree/master/lms/djangoapps/certificates/apis/v0/tests/test_views.py,CertificatesListRestApiTest,test_another_user_with_certs_shared_custom$257,*list(AuthType),"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
videos,https://github.com/3b1b/videos/tree/master/_2017/leibniz.py,IntroduceComplexConjugate,show_confusion$1510,"*list(map(FadeIn, [randy, morty]))","
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
keras,https://github.com/keras-team/keras/tree/master/keras/engine/training_generator_test.py,TestGeneratorMethods,test_generator_dynamic_shapes$324,*[i.split() for i in x],"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
freezegun,https://github.com/spulec/freezegun/tree/master/freezegun/api.py,_freeze_time,wrapper$779,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
clize,https://github.com/epsy/clize/tree/master/clize/tests/test_help.py,,clize_helper_class$23,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
sopel,https://github.com/sopel-irc/sopel/tree/master/sopel/plugins/rules.py,Manager,get_triggered_rules$399,*nick_rules,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
buildbot,https://github.com/buildbot/buildbot/tree/master/master/buildbot/test/unit/worker/test_ec2.py,TestEC2LatentWorker,fake_describe_spot_instance_requests$108,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
chainer,https://github.com/chainer/chainer/tree/master/chainer/functions/array/tile.py,Tile,forward$30,*inputs,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
nanodet,https://github.com/RangiLyu/nanodet/tree/master/nanodet/data/transform/color.py,,color_aug_and_norm$55,*kwargs['normalize'],"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
captum,https://github.com/pytorch/captum/tree/master/tests/attr/test_kernel_shap.py,Test,test_multi_inp_kernel_shap_scalar_float$327,*inp,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
cupy,https://github.com/cupy/cupy/tree/master/cupy/_core/_fusion_op.py,_ElementwiseTraceOp,__init__$89,*in_params,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
indico,https://github.com/indico/indico/tree/master/indico/modules/rb/event/forms.py,BookingListForm,__init__$23,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
tortoise-orm,https://github.com/tortoise/tortoise-orm/tree/master/tortoise/expressions.py,Aggregate,_get_function_field$502,*default_values,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
gallery-dl,https://github.com/mikf/gallery-dl/tree/master/gallery_dl/postprocessor/zip.py,ZipPP,write$47,*self.args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
koalas,https://github.com/databricks/koalas/tree/master/databricks/koalas/groupby.py,GroupBy,idxmax$1471,*groupkey_names,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
diffy,https://github.com/Netflix-Skunkworks/diffy/tree/master/diffy_api/common/util.py,,decorator$57,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
adminset,https://github.com/guohongze/adminset/tree/master/setup/forms.py,PeriodicTaskForm,__init__$63,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
salt,https://github.com/saltstack/salt/tree/master/salt/ext/tornado/ioloop.py,IOLoop,add_timeout$476,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
brevitas,https://github.com/Xilinx/brevitas/tree/master/src/brevitas/export/manager.py,_JitTraceExportWrapper,forward$25,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
parameterized,https://github.com/wolever/parameterized/tree/master/parameterized/parameterized.py,,getargspec$58,*args[:4],"
args[0], args[1], args[2], args[3]
"
freeipa,https://github.com/freeipa/freeipa/tree/master/ipalib/frontend.py,Command,__call__$461,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
tensorpack,https://github.com/tensorpack/tensorpack/tree/master/tensorpack/callbacks/inference_runner.py,DataParallelInferenceRunner,_build_hook_parallel$274,*[t.get_tensors(out_names) for t in self._handles],"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
PhiFlow,https://github.com/tum-pbs/PhiFlow/tree/master/phi/math/_functional.py,LinearFunction,_trace$202,*f_input,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
metric-learn,https://github.com/scikit-learn-contrib/metric-learn/tree/master/test/test_mahalanobis_mixin.py,,test_pair_distance_toy_example$75,"*remove_y(estimator, input_data, labels)","
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
nova,https://github.com/openstack/nova/tree/master/nova/tests/functional/regressions/test_bug_1879878.py,TestCrossCell,test_migrate_confirm$242,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
pefile,https://github.com/erocarrera/pefile/tree/master//pefile.py,,wrapper$58,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
TSD,https://github.com/Sense-X/TSD/tree/master/mmdet/models/detectors/two_stage.py,TwoStageDetector,forward_train$142,*bbox_targets,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
neural-backed-decision-trees,https://github.com/alvinwan/neural-backed-decision-trees/tree/master/nbdt/data/imagenet.py,_Imagenet1000Train,__init__$188,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
fairseq,https://github.com/pytorch/fairseq/tree/master/examples/speech_synthesis/generate_waveform.py,,main$126,*result,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
videos,https://github.com/3b1b/videos/tree/master/_2021/quick_eigen.py,PauliMatrices,get_lhss_and_matrices$1899,*colors,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
llvmlite,https://github.com/numba/llvmlite/tree/master/ffi/build.py,,find_windows_generator$56,*generator,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
googleads-python-lib,https://github.com/googleads/googleads-python-lib/tree/master/googleads/common.py,,RegisterUtility$363,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
chainer,https://github.com/chainer/chainer/tree/master/tests/chainer_tests/functions_tests/pooling_tests/test_unpooling_nd.py,,xs_iter$15,*[range(d) for d in dims],"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
napari,https://github.com/napari/napari/tree/master/napari/_vendor/experimental/cachetools/cachetools/decorators.py,,cachedmethod$47,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
videos,https://github.com/3b1b/videos/tree/master/_2020/med_test.py,ContrastTwoFormulas,construct$4957,"*(get_covid_clipboard('Disease').set_height(1.5).next_to(rect, DOWN) for rect in new_bf_rects)","
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
FeelUOwn,https://github.com/feeluown/FeelUOwn/tree/master//mpv_old.py,ErrorCode,raise_for_ec$123,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
NeoVintageous,https://github.com/NeoVintageous/NeoVintageous/tree/master/tests/nv/vi/test_text_objects__find_paragraph_text_object.py,Test_find_paragraph_text_object,runTests$70,*td.expected_region,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
nextcord,https://github.com/nextcord/nextcord/tree/master/nextcord/ext/commands/core.py,,hooked_wrapped_callback$139,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
sg2im,https://github.com/google/sg2im/tree/master/sg2im/layers.py,,build_cnn$129,*layers,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
quodlibet,https://github.com/quodlibet/quodlibet/tree/master/quodlibet/packages/raven/breadcrumbs.py,,send$294,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
tensorpack,https://github.com/tensorpack/tensorpack/tree/master/tensorpack/callbacks/graph.py,CheckNumerics,_get_op$238,*ops,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
socorro,https://github.com/mozilla-services/socorro/tree/master/webapp-django/crashstats/api/views.py,,handle_ratelimit$474,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
